lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,5GFP1,5GFP2,5GFP3,5GFP4,5GFP5,40GFP1,40GFP2,40GFP3,40GFP4,40GFP5,SolventBlank1,,Name,5 GFP,40 GFP
TAG(54:2)_FA 18:2,0.103225104,13.29369654,0.552699999,0.45721657,0.999345107,904.8 -> 607.8,TAG2,1607127.57,1929678.104,1946101.686,1566385.879,1961245.264,1891448.256,1821441.496,2019676.827,1882258.938,2011731.992,275217.7805,,,,
TAG(54:2)_FA 20:0,-0.021605835,9.960946,0.024213434,0.876343072,0.999345107,904.8 -> 575.8,TAG2,157440.5118,172647.2329,174570.9731,157468.5912,178718.5729,194559.5326,177629.0138,212298.8562,197001.8536,201471.9141,36830.58298,,,,
TAG(54:2)_FA 20:4,-0.109520433,7.818541697,0.621505619,0.430488338,0.999345107,904.8 -> 583.8,TAG2,33588.74243,38943.88268,38268.94281,32450.72241,38786.36288,57138.44391,38794.1828,36718.48245,53928.02411,39989.32269,10296.96084,,,,
TAG(54:3)_FA 16:0,-0.018997636,8.976052725,0.018715324,0.891185752,0.999345107,902.8 -> 629.8,TAG1,76928.36536,81162.32654,79031.20605,77827.28516,78255.38544,112281.947,77549.50543,94267.46729,89897.06616,87388.40619,39736.20266,,,,
TAG(54:3)_FA 16:1,0.030545287,9.5387147,0.048389633,0.825889505,0.999345107,902.8 -> 631.8,TAG1,114460.9884,122840.5295,119847.2883,115814.0081,116474.0485,147411.6509,122880.4286,142012.6901,124243.0693,129641.2689,59708.68415,,,,
TAG(54:3)_FA 18:0,0.135105537,12.22457068,0.946644732,0.330574825,0.999345107,902.8 -> 601.8,TAG1,808885.5366,846378.9619,850968.8027,761455.1816,858975.6934,781819.9321,766476.0537,1127068.031,795393.6128,859857.7207,260160.9184,,,,
TAG(54:3)_FA 18:1,0.099804559,14.65287943,0.516691597,0.472256375,0.999345107,902.8 -> 603.8,TAG1,4053935.081,4492433.173,4294326.066,4120603.307,4372945.436,4240106.695,4367733.035,5163897.496,4482705.182,4653894.226,1796999.307,,,,
TAG(54:3)_FA 18:2,0.006006091,14.27526713,0.001871545,0.965493191,0.999345107,902.8 -> 605.8,TAG2,3153684.612,3693622.599,3582874.935,3031610.939,3592239.762,3505642.242,3735307.433,4275867.066,3904782.467,4068136.796,639112.5445,,,,
TAG(54:3)_FA 20:0,0.053919032,8.366615386,0.150719253,0.69784896,0.999345107,902.8 -> 573.8,TAG2,54423.38422,56739.98407,57393.24402,52157.34399,64226.80505,69423.50476,57744.26428,65853.88495,65534.3645,57770.36407,12788.08088,,,,
TAG(54:3)_FA 20:4,0.016440145,9.57989446,0.014018318,0.905751536,0.999345107,902.8 -> 581.8,TAG2,117622.8683,144411.1692,136877.3094,112465.5481,142153.4501,154526.1299,135449.049,142043.8696,154199.2109,155927.672,29870.44209,,,,
TAG(54:4)_FA 16:1,-0.035935692,9.001443959,0.066964701,0.79580855,0.999345107,900.8 -> 629.8,TAG1,78820.90564,83726.52649,76431.56531,80861.62573,78014.50549,116325.5081,81102.86578,95941.08722,90053.92621,89134.62616,40228.50316,,,,
TAG(54:4)_FA 18:0,0.088654155,10.99390262,0.407662269,0.523158436,0.999345107,900.8 -> 599.8,TAG1,368015.6833,339664.582,363219.7673,305043.4619,392589.9683,305875.2629,337867.5222,528722.5376,387446.925,355012.1057,86901.10603,,,,
TAG(54:4)_FA 18:1,0.128436582,12.43642438,0.855532378,0.354991951,0.999345107,900.8 -> 601.8,TAG1,925829.748,960738.8018,972430.1641,901467.1445,997826.2695,917100.96,895915.3208,1286558.249,934221.3379,984483.9854,306730.0219,,,,
TAG(54:4)_FA 18:2,-0.001585607,14.5787307,1.30E-04,0.990887716,0.999345107,900.8 -> 603.8,TAG2,3838237.535,4509086.998,4448748.857,3713489.308,4477228.586,4404991.808,4535698.945,5411684.775,4784389.516,4983301.138,795104.0987,,,,
TAG(54:4)_FA 20:0,0.012204253,7.859887653,0.007719682,0.92998658,0.999345107,900.8 -> 571.8,TAG2,35085.12254,44041.323,41277.52277,34455.90234,42946.80295,57553.80368,41573.88309,38023.48248,43305.203,45256.80353,9246.180691,,,,
TAG(54:4)_FA 20:4,0.037861251,13.26960991,0.074368433,0.785079404,0.999345107,900.8 -> 579.8,TAG2,1551273.671,1852692.867,1827911.257,1550997.451,1833334.151,1789676.962,1839182.017,2074311.381,1926857.769,2003442.313,299978.8988,,,,
TAG(54:5)_FA 16:0,-0.061134214,8.540061621,0.193753315,0.659810954,0.999345107,898.8 -> 625.8,TAG1,54792.60437,56522.24396,57157.98437,53698.78387,54027.38379,102020.1473,51417.94354,59391.28412,59791.62408,62528.86487,36386.00288,,,,
TAG(54:5)_FA 18:1,0.134444782,11.11105213,0.937357724,0.332958295,0.999345107,898.8 -> 599.8,TAG1,391056.4094,374666.7463,414240.8879,338810.2024,425337.2524,365133.6868,371324.8481,557331.6978,357346.9277,388072.989,96941.78606,,,,
TAG(54:5)_FA 18:2,0.015386371,12.35573546,0.012282099,0.911755413,0.999345107,898.8 -> 601.8,TAG2,837006.8799,923117.9312,999867.9307,779267.7556,1029130.137,932299.9482,911288.0405,1238615.923,1031395.108,1080468.332,140757.6091,,,,
TAG(54:5)_FA 20:4,0.017445914,14.01021927,0.015790653,0.900000383,0.999345107,898.8 -> 577.8,TAG2,2526828.097,3058425.71,2971293.502,2569306.122,3123626.021,2931775.469,3071291.815,3490356.03,3277380.481,3382007.097,534656.8009,,,,
TAG(54:6)_FA 16:0,0.032652989,8.994208707,0.055289086,0.814102935,0.999345107,896.8 -> 623.8,TAG1,79749.38525,88435.44592,75903.64557,80582.10547,77956.60547,105035.4878,78908.64569,91236.40649,99848.88757,80303.1059,42000.68258,,,,
TAG(54:6)_FA 16:1,-0.111970106,8.558491185,0.649850528,0.420166125,0.999345107,896.8 -> 625.8,TAG1,52244.22351,57091.30408,55475.56403,54395.1438,57400.24408,101530.8478,52245.1236,61490.30377,65678.58453,66388.40454,35667.2825,,,,
TAG(54:6)_FA 18:2,0.016618058,11.03877545,0.014326233,0.904726947,0.999345107,896.8 -> 599.8,TAG2,331465.7262,359935.5472,423697.0308,293005.841,440455.6702,376341.0061,393261.3076,527597.1401,380008.0881,417046.0303,49018.9637,,,,
TAG(54:6)_FA 20:0,-0.004524003,8.044622029,0.001060904,0.974016279,0.999345107,896.8 -> 567.8,TAG2,38345.60276,48470.32334,47223.64325,38983.32265,49991.06323,57278.96411,44033.76331,45917.40334,55911.96399,54193.9234,10909.0008,,,,
TAG(54:6)_FA 20:4,-0.005371826,11.74999482,0.001497047,0.9691362,0.999345107,896.8 -> 575.8,TAG2,512085.796,625146.4442,634782.6016,508785.9191,673869.8496,614166.7822,622333.9236,767206.7318,693677.6436,704327.3149,111554.6273,,,,
TAG(54:7)_FA 16:0,-0.03536567,10.52235664,0.064878174,0.798945592,0.999345107,894.8 -> 621.8,TAG1,218445.2758,240829.4583,228401.0354,215107.056,236097.3984,295365.8423,239202.3768,285683.0222,266203.7585,260209.1201,119203.7488,,,,
TAG(54:7)_FA 16:1,1.14E-04,9.033384341,6.74E-07,0.999345107,0.999345107,894.8 -> 623.8,TAG1,76021.60529,90925.5658,79388.70593,81330.60608,80434.10596,101554.2473,79512.64612,95950.50708,98851.3866,95514.14685,44140.14318,,,,
TAG(54:7)_FA 18:0,0.096272296,10.88134225,0.480712785,0.488099631,0.999345107,894.8 -> 593.8,TAG1,300197.7388,331944.3821,307946.8416,296746.4805,318811.5024,328203.8848,304092.9006,362732.3257,344504.2463,337307.5437,134701.9291,,,,
TAG(54:7)_FA 18:1,-0.113530249,9.180867067,0.668258189,0.413659542,0.999345107,894.8 -> 595.8,TAG1,84618.34576,91781.18701,95832.66681,83197.14551,91803.62671,113981.8888,111299.7283,132539.548,103854.2075,94832.367,40071.18271,,,,
TAG(54:7)_FA 20:0,-0.022314666,9.738280991,0.025827196,0.872323058,0.999345107,894.8 -> 565.8,TAG2,132054.0686,152724.8513,155055.3503,124257.4881,155126.8711,170779.9919,152867.1304,177491.7522,165605.8315,172814.9326,33337.40235,,,,
TAG(54:7)_FA 20:4,0.065260676,9.048401395,0.220847846,0.63839466,0.999345107,894.8 -> 573.8,TAG2,78590.22546,90699.38622,103638.9063,81027.34578,105430.3679,98676.1676,94563.2674,103639.1664,104120.3669,102872.3276,20865.00135,,,,
TAG(54:8)_FA 16:0,0.074973251,12.80383747,0.291588,0.589204695,0.999345107,892.7 -> 619.7,TAG1,1119766.866,1222318.26,1157286.021,1077001.771,1150031.782,1209454.411,1188971.945,1289670.593,1263695.786,1304354.565,594875.3204,,,,
TAG(54:8)_FA 16:1,0.007106808,10.74071388,0.002620025,0.959177167,0.999345107,892.7 -> 621.7,TAG1,258498.5386,285086.2209,268244.9583,264690.7983,272853.1792,341188.1035,270481.4978,329996.5024,304791.1824,304684.043,134845.1095,,,,
TAG(54:8)_FA 18:0,0.072686323,12.33498562,0.274068779,0.600615368,0.999345107,892.7 -> 591.696,TAG1,826019.999,889404.6411,834467.0015,797992.5125,838371.7202,888105.2617,875799.9541,970728.8052,900019.3994,948123.5093,394651.0885,,,,
TAG(54:8)_FA 18:1,0.082417169,11.73370206,0.352343015,0.552789793,0.999345107,892.7 -> 593.7,TAG1,528884.2168,602105.9819,566225.7627,528878.4773,566081.9133,566840.2417,565301.7378,664825.3867,611673.4634,625748.3459,246256.2177,,,,
TAG(54:8)_FA 20:0,-0.085106671,9.492394313,0.375614616,0.539959615,0.999345107,892.7 -> 563.7,TAG2,108378.6878,125007.9285,126012.3496,102984.9076,131032.1688,144781.6302,125794.2892,150396.8705,157980.7325,145067.5706,27981.02174,,,,
TAG(54:8)_FA 20:4,-0.010334768,8.006734186,0.005536339,0.940686873,0.999345107,892.7 -> 571.7,TAG2,39254.76286,42060.06327,51726.1843,38573.96274,46271.74304,60469.68414,46835.6434,49052.44337,51118.14355,45241.52304,9666.540596,,,,
TAG(56:0)_FA 16:1,0.105175678,9.493345372,0.573604279,0.448830216,0.999345107,936.9 -> 665.9,TAG1,94001.04675,232319.9375,95925.80743,109470.468,95902.7666,182998.6919,80631.40601,178751.4519,108600.1675,123932.2694,34314.86252,,,,
TAG(56:0)_FA 18:0,0.037568798,9.965846105,0.073207339,0.786722889,0.999345107,936.9 -> 635.9,TAG1,161081.2916,172151.7734,158011.6519,154014.1525,163519.1711,181974.0327,160988.9717,198270.7947,179716.5321,188162.2147,70969.24504,,,,
TAG(56:0)_FA 18:1,-7.56E-04,8.947473374,2.97E-05,0.995654247,0.999345107,936.9 -> 637.896,TAG2,72840.30536,78531.16547,99323.26758,75337.30511,88840.00629,94657.88684,92594.0462,96525.12701,95382.68701,97480.50641,21714.38153,,,,
TAG(56:0)_FA 20:4,-0.079359914,8.380144965,0.326478651,0.56773998,0.999345107,936.9 -> 615.9,TAG2,47584.0036,57043.18454,55671.58386,48738.36365,61763.96445,74422.50525,59026.54425,64749.88422,67450.68506,63640.96472,15863.22114,,,,
TAG(56:1)_FA 18:0,0.087383423,10.06164892,0.39601378,0.529155121,0.999345107,934.9 -> 633.9,TAG1,176831.8334,183464.1129,172768.1519,165326.2112,174055.6923,193082.4932,177127.6715,201116.5747,184882.0327,190487.7523,79983.14544,,,,
TAG(56:1)_FA 18:1,-0.045581042,9.994301362,0.107763235,0.742705173,0.999345107,934.9 -> 635.9,TAG2,151401.4115,184875.8736,185367.0719,147505.4513,181220.3538,208463.7751,180861.8715,208412.9543,207590.2744,203420.7534,41116.92332,,,,
TAG(56:1)_FA 18:2,0.013195134,8.949108638,0.009028994,0.924298131,0.999345107,934.9 -> 637.896,TAG2,71724.08502,80754.9458,102018.1482,74909.32513,92182.68652,101129.9879,89008.16693,91467.56641,97286.12701,101029.186,19176.76145,,,,
TAG(56:1)_FA 20:0,0.010958624,12.31605834,0.006230351,0.937086256,0.999345107,934.9 -> 605.896,TAG2,812191.9864,948449.3679,914479.6694,791079.2581,914766.175,941059.7251,936924.6848,1061118.047,1003211.139,1052893.22,171530.7128,,,,
TAG(56:1)_FA 20:4,-0.066659576,7.945201921,0.23029511,0.631305095,0.999345107,934.9 -> 613.9,TAG2,38470.58264,39336.80286,43409.08325,35922.90247,44433.42319,62212.56454,42317.40289,49084.30341,45897.82324,44350.96298,11291.72088,,,,
TAG(56:2)_FA 16:0,-0.010227704,8.626276869,0.005423605,0.941292761,0.999345107,932.9 -> 659.9,TAG1,60989.72424,60241.46429,60458.70428,59834.56384,59072.90393,81833.26526,61522.44489,70508.60486,72790.1449,63737.90448,37016.22243,,,,
TAG(56:2)_FA 18:0,0.035152748,9.596787561,0.064089628,0.800145121,0.999345107,932.9 -> 631.9,TAG1,122775.3888,127748.1478,130726.8091,116098.3081,126464.5701,140904.8511,128822.1896,149791.1301,137012.1702,144968.8489,56407.78334,,,,
TAG(56:2)_FA 18:1,-0.030485264,10.12774973,0.048205995,0.826214909,0.999345107,932.9 -> 633.9,TAG2,170514.7925,198002.7944,198712.0323,168660.1721,201925.7366,223411.7952,201787.1342,230657.5958,222151.2766,223432.8773,44363.42322,,,,
TAG(56:2)_FA 18:2,-0.110217745,9.99391845,0.629967176,0.427367354,0.999345107,932.9 -> 635.9,TAG2,150941.0513,185487.7717,179368.1738,146650.0901,172755.4502,204905.7152,186904.6136,213709.0966,212970.1357,217460.3569,37810.36261,,,,
TAG(56:2)_FA 20:0,0.024447361,12.06660285,0.031006766,0.860225295,0.999345107,932.9 -> 603.9,TAG2,658431.9436,834098.3022,773279.7495,652326.1505,789799.6936,790320.3418,779625.752,905015.1384,847822.3184,861043.0498,143980.91,,,,
TAG(56:2)_FA 20:4,0.00233563,7.841632599,2.83E-04,0.986584547,0.999345107,932.9 -> 611.9,TAG2,35512.62192,39216.82288,43801.56305,34296.92258,37761.12286,53511.50381,39442.40289,39431.7226,42800.64294,44218.62286,11611.70081,,,,
TAG(56:3)_FA 16:1,0.040677221,8.787148563,0.085793493,0.769594565,0.999345107,930.8 -> 659.8,TAG1,68895.52502,72300.58508,70773.90515,66936.42407,66961.26508,87862.38611,68200.92456,83457.58594,76432.16528,72766.9054,39052.60252,,,,
TAG(56:3)_FA 18:0,0.040103458,9.127790662,0.083401387,0.772739802,0.999345107,930.8 -> 629.8,TAG1,89355.98596,92631.76599,88637.04639,87824.30664,87830.50623,105043.2063,87289.12573,107548.6879,100588.2865,101144.0873,43763.963,,,,
TAG(56:3)_FA 18:1,-0.019422164,10.07629327,0.019566737,0.888753892,0.999345107,930.8 -> 631.796,TAG2,162874.5531,198948.2946,189585.2729,164432.9325,198097.9141,213345.2344,194719.2356,233844.4364,209817.6357,213088.5752,39383.76318,,,,
TAG(56:3)_FA 18:2,-0.047307572,10.52474786,0.116089543,0.733315016,0.999345107,930.8 -> 633.8,TAG2,231926.8154,260479.3785,259105.3384,219954.7134,253609.2598,281785.0994,260037.0192,324664.9636,287891.5398,302594.6423,59618.10468,,,,
TAG(56:3)_FA 20:0,-0.056118245,10.34190722,0.163351605,0.686089336,0.999345107,930.8 -> 601.8,TAG2,194990.0128,237559.7979,225057.9163,197278.4135,233733.8149,246580.0168,232935.8574,297603.1218,268339.1563,255860.5566,44455.5633,,,,
TAG(56:3)_FA 20:4,0.068606608,9.278603163,0.244088543,0.621268624,0.999345107,930.8 -> 609.8,TAG2,94002.52679,115246.228,114366.3086,95321.06641,122723.5687,123864.0691,112479.9891,118066.4889,115683.1881,122765.8289,23092.70166,,,,
TAG(56:4)_FA 16:0,0.061494178,8.655813341,0.196053886,0.657925069,0.999345107,928.8 -> 655.8,TAG1,62809.66486,60163.28418,66444.4646,64135.26422,62135.74432,87557.48645,58322.284,64778.96436,71288.20477,68859.58459,36911.28289,,,,
TAG(56:4)_FA 18:0,0.059864126,8.48868518,0.185784367,0.666448661,0.999345107,928.8 -> 627.8,TAG1,56024.36377,62263.56439,56061.64392,53630.7038,54691.56384,68714.64594,54302.18359,60210.92438,63251.30423,66631.32495,32154.7421,,,,
TAG(56:4)_FA 18:1,-0.064176853,9.184950608,0.213581521,0.643974611,0.999345107,928.8 -> 629.8,TAG2,88371.66504,98039.66687,105158.3275,87421.20581,99586.3064,117518.9874,108977.5685,118574.8277,112593.2278,117726.5881,25256.40165,,,,
TAG(56:4)_FA 18:2,-0.004166049,10.1013278,9.00E-04,0.976063383,0.999345107,928.8 -> 631.8,TAG2,169998.9714,202793.4728,190093.0935,160206.4519,200386.6941,209037.6742,191642.1947,230972.7552,213659.4941,219100.5559,47876.10356,,,,
TAG(56:4)_FA 20:4,0.132364821,12.7384393,0.908656311,0.340471191,0.999345107,928.8 -> 607.8,TAG2,1052497.137,1430993.288,1312979.793,1066279.4,1350152.617,1280285.412,1198184.227,1391088.922,1286997.51,1344145.604,178854.7123,,,,
TAG(56:5)_FA 16:0,0.114353204,8.556065131,0.677795292,0.410346943,0.999345107,926.8 -> 653.8,TAG1,58205.24377,59313.68469,59141.88342,58967.90436,59430.84375,81318.26556,51803.14374,58703.72412,62421.02417,61820.42426,37712.30294,,,,
TAG(56:5)_FA 16:1,-0.013161483,8.702016757,0.008981575,0.924496586,0.999345107,926.8 -> 655.8,TAG1,60178.84479,64100.46448,63710.86401,63206.16418,61847.3645,87545.06641,64948.46423,72411.08508,68058.70435,72436.58514,41472.78284,,,,
TAG(56:5)_FA 18:0,-0.054093204,8.246779285,0.151671994,0.696942634,0.999345107,926.8 -> 625.8,TAG1,41269.88287,48642.02319,45167.20313,48033.96326,44458.12323,70052.52414,47559.96344,51235.84363,53752.6842,50966.18402,28556.14173,,,,
TAG(56:5)_FA 18:1,-0.081719654,8.701161584,0.346228508,0.556255884,0.999345107,926.8 -> 627.796,TAG2,61397.70422,71083.46472,70135.36487,61339.22382,71438.34467,87812.88635,75449.74524,79647.78558,84742.50635,80772.52594,21379.52154,,,,
TAG(56:5)_FA 18:2,0.005281541,9.16942812,0.00144665,0.969659899,0.999345107,926.8 -> 629.8,TAG2,88131.74652,108351.7476,101399.2874,88497.68585,101711.8474,121161.8092,97503.08667,111214.5077,114628.0873,115516.7684,23262.42172,,,,
TAG(56:5)_FA 20:0,-0.045446094,8.067623578,0.107055189,0.743521996,0.999345107,926.8 -> 597.8,TAG2,42090.00281,48152.76349,44921.48315,37204.08267,48794.94336,61962.72406,46494.30353,51292.82312,54174.96417,48926.48334,12469.10078,,,,
TAG(56:5)_FA 20:4,0.021253751,13.61322216,0.023435843,0.878329117,0.999345107,926.8 -> 605.8,TAG2,1986813.968,2351170.922,2282408.72,1917658.708,2289501.561,2303248.903,2310523.25,2652776.132,2427223.405,2556416.801,410108.4902,,,,
TAG(56:6)_FA 16:0,-0.003671073,9.351736634,6.99E-04,0.978908495,0.999345107,924.8 -> 651.8,TAG1,97453.10693,101175.0665,103563.8674,101982.5074,103197.3074,160196.0103,98260.00659,111813.308,120146.6083,99571.68726,55226.02361,,,,
TAG(56:6)_FA 18:0,0.052132232,8.836579354,0.140916698,0.707371386,0.999345107,924.8 -> 623.8,TAG1,68818.70422,75040.82532,70752.02502,71118.3446,71633.56506,89018.34637,69060.40479,77007.94519,90029.34686,73231.26508,41721.5231,,,,
TAG(56:6)_FA 18:1,-0.081043834,8.210836382,0.340443771,0.559573181,0.999345107,924.8 -> 625.8,TAG2,43311.18311,49704.02344,50416.40387,43374.68286,49881.94336,75161.52496,51168.80316,52230.24341,56679.40405,53747.5238,16667.60117,,,,
TAG(56:6)_FA 18:2,-0.073880389,8.763059424,0.28300328,0.594739483,0.999345107,924.8 -> 627.8,TAG2,65340.20483,74541.7655,75610.3656,64482.18445,74129.42542,92427.96655,81868.06537,85929.08618,85688.44531,82758.46558,20206.64147,,,,
TAG(56:6)_FA 20:0,-0.088049489,8.170411061,0.40183215,0.526144572,0.999345107,924.8 -> 595.8,TAG2,43212.36304,46612.38312,51515.42395,42148.18311,50396.90405,57930.24402,54432.74402,59163.54388,60093.04443,54165.46381,13222.02103,,,,
TAG(56:6)_FA 20:4,-0.014948431,14.00142069,0.011593229,0.914255992,0.999345107,924.8 -> 603.8,TAG2,2524293.364,3059698.657,2974705.407,2467659.606,3001952.106,3002190.149,3001880.008,3683924.029,3285926.576,3300672.151,518109.1377,,,,
TAG(56:7)_FA 16:1,-0.041660192,9.366143936,0.090007769,0.76416728,0.999345107,922.8 -> 651.8,TAG1,101894.6671,99508.32678,103609.5472,103019.2476,99822.14697,163074.0119,94934.18689,115322.6488,127527.9878,106671.2068,53959.58401,,,,
TAG(56:7)_FA 18:0,0.027473315,10.33663965,0.039151771,0.843148291,0.999345107,922.8 -> 621.8,TAG1,194033.1536,225442.6572,206745.6743,201125.594,201133.494,242092.4976,213620.8539,244420.2551,231819.3353,231298.6965,101143.1266,,,,
TAG(56:7)_FA 18:1,-0.047687798,8.780627668,0.11791744,0.731304262,0.999345107,922.8 -> 623.8,TAG2,67495.72467,77622.14508,73901.10504,68807.46484,73018.50513,91617.78613,78866.24542,89062.74634,89115.34631,81131.40527,20825.62167,,,,
TAG(56:7)_FA 18:2,-0.087718926,8.220744104,0.398831303,0.527693438,0.999345107,922.8 -> 625.8,TAG2,45815.763,52174.04327,50152.38342,41889.74298,50917.56329,70730.14545,50357.22382,53139.80426,62265.12427,58787.74365,14661.38105,,,,
TAG(56:7)_FA 20:0,0.012970794,9.710672485,0.008726316,0.925574072,0.999345107,922.8 -> 593.8,TAG2,132177.849,154343.4506,147853.6503,131545.3682,151905.3718,158248.0925,147848.6705,167444.3527,167077.7927,177590.2124,29800.3222,,,,
TAG(56:7)_FA 20:4,-0.078658611,11.56774071,0.320942046,0.571042059,0.999345107,922.8 -> 601.8,TAG2,451888.0305,543107.9785,543692.2222,448821.0535,548841.1855,546625.8604,552168.2822,761341.1333,612213.8667,604768.6768,97610.28643,,,,
TAG(56:8)_FA 16:0,0.070400326,13.00373689,0.257107286,0.612114489,0.999345107,920.8 -> 647.8,TAG1,1292527.868,1438122.357,1363789.375,1260570.729,1354166.889,1435822.252,1434232.036,1527979.873,1433850.652,1515948.482,591576.3632,,,,
TAG(56:8)_FA 18:0,0.068252858,12.15586424,0.241656374,0.623012346,0.999345107,920.8 -> 619.8,TAG1,728111.1318,773380.3978,733210.2117,693555.3716,733267.1348,763288.8979,779228.1765,831954.3794,831672.2954,812287.2117,368462.0865,,,,
TAG(56:8)_FA 18:1,-0.028249825,10.4361604,0.041397288,0.838772979,0.999345107,920.8 -> 621.8,TAG2,217828.1541,253470.8976,239278.8582,208563.8339,248392.5186,276359.6199,243738.9156,286034.0811,280641.9805,283270.1023,51237.38357,,,,
TAG(56:8)_FA 18:2,-0.022907154,8.827035999,0.027210028,0.868979697,0.999345107,920.8 -> 623.8,TAG2,67683.02448,81043.68542,81726.5061,69069.12439,77097.40588,91363.80664,79608.68567,90077.7265,93692.94653,85570.08606,21368.80157,,,,
TAG(56:8)_FA 20:0,0.011295954,10.01188408,0.006618614,0.935159742,0.999345107,920.8 -> 591.8,TAG2,170493.4712,192601.5728,178544.3527,158116.9108,184228.7131,204741.1357,181909.7128,208712.2737,200852.7742,213376.8748,36589.72269,,,,
TAG(58:0)_FA 16:0,0.020127827,9.424346136,0.021011276,0.884748244,0.999345107,964.9 -> 691.9,TAG1,117105.3483,126615.9091,100877.5466,96871.94641,109833.8281,140033.1703,114154.4479,131910.6287,117682.9086,123297.629,49757.12356,,,,
TAG(58:0)_FA 18:1,-0.04097925,9.351274714,0.087092938,0.767905934,0.999345107,964.9 -> 665.9,TAG2,71247.70477,223341.235,92686.20642,87032.72681,92353.26706,195663.553,76626.50513,172206.453,115991.2086,111675.3875,15558.74109,,,,
TAG(58:0)_FA 20:0,-0.091433579,9.193628441,0.433495488,0.510278731,0.999345107,964.9 -> 635.9,TAG2,85940.10626,104354.3678,105154.3878,84882.62555,102693.3273,122897.6687,106019.0478,112550.588,119502.8682,130539.7496,21628.24158,,,,
TAG(58:1)_FA 16:0,-0.038920587,9.213275747,0.078555498,0.779264583,0.999345107,962.9 -> 689.9,TAG1,91050.58679,94939.16724,88295.14563,91218.52594,86269.54614,117488.2278,95482.8866,120165.5696,99768.78723,103943.7676,52343.56371,,,,
TAG(58:1)_FA 16:1,0.053429532,9.493322774,0.148050037,0.700405821,0.999345107,962.9 -> 691.9,TAG1,121890.4885,132740.4491,110374.308,104551.4867,119050.4088,140363.7482,121538.8082,144357.9698,119501.4685,127887.3885,49838.14352,,,,
TAG(58:1)_FA 18:0,-0.082622935,10.21321741,0.35405639,0.551825839,0.999345107,962.9 -> 661.9,TAG1,165899.3918,242435.0376,176974.6326,173476.7322,176367.3129,239193.7969,197436.7328,277816.8589,209678.7151,216408.0543,76168.98492,,,,
TAG(58:1)_FA 18:1,0.028961079,13.0815138,0.043514366,0.83475975,0.999345107,962.9 -> 663.9,TAG2,635385.9062,4109018.887,1075495.463,1117743.357,1083849.903,2857533.297,596459.7439,2839679.085,1219381.824,1553057.717,38868.04263,,,,
TAG(58:1)_FA 18:2,-0.07329774,9.307207609,0.278610952,0.597613097,0.999345107,962.9 -> 665.9,TAG2,67568.4845,211756.2137,90575.04633,78731.34564,91722.22681,186544.5123,73833.48508,164906.7503,108189.5673,121210.8892,17481.80118,,,,
TAG(58:1)_FA 20:0,-0.041790576,9.213130048,0.090570867,0.763452667,0.999345107,962.9 -> 633.9,TAG2,92066.74524,102536.1071,102669.1075,90332.22665,106391.2078,114811.5881,107783.067,120863.3884,119143.168,122289.668,24312.74175,,,,
